;Postagens;Classification
1656;"""Diga-me com quem andas e direi quem tu es.""
";1
1657;"Eis o motivo do desespero do PT.Agora que notaram que a narrativa de vitoria no primeiro turno esta sendo descartada, muitos eleitores que iriam votar no Lula agora estao decidindo votar em quem mais se identifica com suas propostas.A onda Ciro esta chegando ... Ver mais
";1
1658;"A tendencia do capitalismo e de formar oligopolios! Nao e o Estado que faz isso acontecer.
";1
1659;"A juventude esta nos grandes movimentos de transformacao!
";1
1660;"Bravo
";1
1661;"*A REVOLUCAO EDUCACIONAL**Em anos, a cidade saltou do .o para a o lugar no IDEB!**Se o Ceara pode, o Brasil pode muito mais!*... Ver mais
";1
1662;"Livre Mercado com apenas DUAS empresas no mundo? ... Ver mais
";1
1663;"Sobre o tamanho do estado! ... Ver mais
";1
1664;"Desde a midia debater os problemas do pais, querem fazer militancia politica com personalismo barato.
";1
1665;"! Ciro cresce depois da sabatina do JN. Ta acontecendo.
";1
1666;"Bolsonaro e cinico!!!Humberto Matos DEPUTADO FEDERAL Rio Grande do Sul... Ver mais
";1
1667;"Voto util contra a polarizacao, aqui tem! E de quebra ainda tem projeto! www.cirotv.com.br www.cirogomes.com.br
";1
1668;"se tiver dois votos, serao eu e voce votando no ... Ver mais
";1
1669;"Ciro Cresce! ...
";1
1670;"Opinioes do barba.
";1
1672;"Vamos em busca desses %.
";1
1673;"www.cirotv.com.br www.cirogomes.com.br
";1
1674;"Elisabeth Nuccini
";1
1675;"Historias do Ciro
";1
1676;"Nao sao intelectuais, sao apoiadores de bandido e sua quadrilha.Nao merecem respeitabilidade nenhuma.
";1
1678;"Nao para de crescer a onda.Ciro Gomes e o mais buscado entre os presidenciaveis, pois o eleitor brasileiro quer projetos e propostas. Vem com a gente mudar o Brasil
";1
1681;"So Ciro Gomes propoe mudar de fato esse pais!
";1
1682;"Seria esse nosso sonho?
";1
1683;"Concordamos em genero, numero e grau.
";1
1684;"Ciro Gomes tem um projeto para tornar mais justos, os impostos no Brasil.
";1
1685;"Ciro e diferenciado.
";1
1686;"Nao me venham com mimimi !!Cada um com o seu presidente favorito !
";1
1687;"Ja perceberam? Nunca a culpa e do alecrim dourado. Ele e um ser humano perfeito, ele nao erra nunca.
";1
1688;"Wolney Queiroz
";1
1689;"Temos um chefe de Governo que nao assume nada, sempre terceiriza a culpa. A ultima foi colocar a culpa dos precos exorbitantes dos combustiveis na conta do gove... Ver mais
";1
1690;"Compare, coloque na balanca. Veja quem tem de fato um projeto progressista. .
";1
1691;"Que homem!
";1
1692;"Como amanheceu as redes sociais hoje? Escute Ciro, ele tem muito a lhe dizer sobre o pais. .
";1
1693;"Ciro no topo do Twitter no Brasil!
";1
1694;"Quer decencia com a coisa publica? Ciro neles! .
";1
1695;"Nao tem jeito, agora e !
";1
1696;"Apesar do flerte da REDE com o ex-presidente Lula, Marina segue com Ciro. Ele tem plena conviccao de que Ciro tem o projeto certeiro pra livrar o pais dessa crise.
";1
1698;"Aqui tem coragem de mamar em onca.
";1
1699;"O Bolsonaro e tao debil mental que ele ja foi chavista, depois foi lulista, e hoje e fascista! Cirista ele nunca foi
";1
1700;"! Bancada do PDT mudam votos sobre a PEC do calote! A luta de Ciro valeu a pena.
";1
1701;"Ja pensou se todo idoso de anos do pais comecar a roubar desviar dinheiro fazer pilantragem escorado no fato de que esta quase completando anos? E dificil viu!
";1
1702;"Escutar o Ciro e um caminho sem volta. Siga-nos no Instagram:
";1
1703;"!PESQUISA EXAME/IDEIA divulgada hoje! Cenario Sem Mandetta, Huck e Doria Ciro Gomes salta para % e ameaca Bolsonaro. Lula lidera. % dos eleitores indicam indecisao na pesquisa espontanea. Vantagem de Lula para Bolsonaro no o turno, oscila para baixo. Veja os numeros:... Ver mais
";1
1704;"Parabens a todos, Ciro Gomes e ao PDT!Maior Partido Progressista do Brasil!
";1
1705;"So ha um jeito de sairmos dessa tragedia: FORA BOLSONARO! .
";1
1706;"E, amigos, parece que o genocida ta derretendo e o Ciro com o canhao apontado pra cima! Vai dar certo!
";1
1707;"Obrigado, Tite! ... Ver mais
";1
1708;"Escrevam, esse homem sera o proximo presidente desse pais. Vai ajudar a colocar esse pais em outro patamar de desenvolvimento.
";1
1709;"Perguntar nao ofende. ... Ver mais
";1
1710;"O unico!
";1
1711;"Na aprovacao da Reforma Previdenciaria, foi TOTALMENTE contra!!Veja porque foi CONTRA a Reforma da Previdencia!!
";1
1712;"A cara da Cantanhede. Demetrio: ""Leite, Moro e Doria sao galhos arrancados da arvore do Bolsonarismo"".E completou: ""Ciro Gomes, gostando ou nao do temo terceira via, e o unico candidato da dita terceira via"". ... Ver mais
";1
1713;"Ciro Gomes foi surpreendido por Igork durante entrevista ao FlowPodcast. ... Ver mais
";1
1714;"Ciranha . ... Ver mais
";1
1715;"Nao e facil, meu guerreiro. Vamos juntos com
";1
1716;"faz discurso historico na Paulista em defesa da democracia. .
";1
1718;"Luiz Paulo Vieira esta em Jaguarao.
";1
1719;"Dia de TBT com O cara ! Esse sera o proximo presidente da Republica desse nosso sofrido pais! Projeto Nacional de Desenvolvimento com Ciro Gomes e a unica... Ver mais
";1
1721;"de outubro e a sua oportunidade de parar de escolher entre o menos pior e enscolher o mais capacitado. Vote Ciro Gomes ... Ver mais
";1
1722;"Nunca esqueco que julgaram um absurdo qdo estava tomando um vinho de , num restaurante com a esposa...Ja Mula anda com relogio de mil, bebe Whisky de mil e os bajuladores
";1
1723;"Chega de polarizacao, ninguem aguenta mais.
";1
1724;"Caronte De La Mancha
";1
1725;"Comecemos a semana com essa declaracao de amor ao Brasil
";1
1726;"Ciro Gomes ensinando os meios para sair da crise que o pais se encontra.
";1
1727;"Russomanno, ou voce e doente ou safado mesmo. Vamos acordar povo de Sao Paulo. Esse sujeito e completamente incapaz de governar qualquer coisa, muito menos a maior cidade da America do Sul.Vamos virar com Marcio Franca prefeito e Gabriel Cassiano .. ... Ver mais
";1
1728;"Nao perca! Curso de Economia domestica e gestao imobiliaria.Modulo especial de politica bancaria.
";1
1729;"Cirao da Massa
";1
1730;"Para os desavisados, e profecia.Para quem conhece, e experiencia!E aqui so colocamos exemplos, mas voce pode pesquisar e encontrar inumeras vezes que Ciro Gomes acertou nas previsoes... Ver mais
";1
1731;"Na Convencao Nacional do para lancar PRESIDENTE DO BRASIL
";1
1733;"Acesse cirotv.com.br e lembre-se que neste domingo teremos o primeiro debate presidencial de , promovido pela Band e la vamos apresentar diversos projetos solidos para o Brasil
";1
1734;"! Mais um faz de conta do presidente que avacalha o pais. .
";1
1735;"Nao se trata de Ciro ou Lula. A disputa e entre desenvolvimentismo e liberalismolink do artigo nos stories*
";1
1736;"Martelar nisso. Quando se e LIMPO NAO precisa de SIGILO. Quer TIRAR Bolsonaro do segundo turno? .
";1
1737;"So nacoes no mundo sabem fabricar um aviao, nem a China fabrica , e esses canalhas entregaram de mao beijada a nossa Embraer ao EUA . Isso nos nao vamos perdoar nunca .
";1
1738;"Resposta de A
";1
1739;"Noh! Vou ter que compartilhar!
";1
1740;"""E preciso respeitar um homem publico como Ciro Gomes, nunca usou dinheiro publico para nada pessoal e e preparadissimo.""
";1
1741;"Vida limpa com orgulho!
";1
1742;"Ciro esta avisando. E quando ele avisa...
";1
1743;"Nao irei colocar meu pais na mao de um bandido q esta completamente debilitado e sem condicoes para liderar a nacao.Aqui e Ciro Gomes Presidente por um Projeto Nacional de Desenvolvimento.
";1
1745;"Ta ficando bonito. E Ciro caminha como a melhor alternativa para enfrentar Lula e Bolsonaro e construir um novo momento para o Brasil.
";1
1746;"Nunca foi tao facil decidir
";1
1747;"Ciro Gomes Ciro Gomes vem ai Ciro Gomes Zueiro Ciro Gomes presidente em Ciro Gomes Presidente Ciro Gomes - Militancia Organizada Time Ciro Gomes Time Ciro Gomes - Senhor do Bonfim, BA
";1
1748;"Zunara Mattos
";1
1749;"Resumo da sabatina do CIDADAO;Cerveja e Picanha;Confie em mim;A culpa e da Dilma;Corrupcao so existe quando ha investigacao;... Ver mais
";1
1750;"V: A BATALHA FINAL. Uma Obra Fascinante sobre POLITICA....
";1
1752;"Daqui a pouco, mais um show na sua TV
";1
1753;"Essa proposta e pra desonerar a classe media q paga % de imposto de renda direto da fonteEnquanto os super ricos nao pagam impostos.Ja q o miliciano da presidencia e o bandido barbudo fala q e um absurdo taxar os super ricos Eles estao... Ver mais
";1
1754;"Essa chapa traz esperanca e sobriedade ao povo. .
";1
1755;"SERIO QUE % DOS ELEITORES QUEREM VOTAR EM CORRUPTOS E VAGABUNDOS COMO LULA E BOLSONARO??TEMOS OPCOES NE!!... Ver mais
";1
1756;"Voce que quer comprar seu carro e nao pode pq o nome esta no SPC. Voce TBM que esta pagando seu carro em dia,mas no final vai pagar vezes o valor. Veja essa proposta da lei anti ganancia!
";1
1757;"O Antonio Palocci e reu confesso, ta? Ele confessou que roubou na cifra de milhoes de reais. Pois bem, Palocci teve hoje sua sentenca anulada pelo STJ.Culpem o Sergio Moro por ser um juiz parcial e picareta. Mais um bandido solto por causa desse politiqueiro. .
";1
1759;"So compare. Ciro e testado e aprovado!
";1
1760;"Bora votar( Mas e na pagina deles, por favor) Porque o Brasil nao e para amadores, milicianos e ladroes
";1
1761;"AnonymousBrsil
";1
1762;"Em quem voce vai votar pra presidente?
";1
1763;"Meu irmao e minha irma, exija propostas dos seu candidato, nao aceite que ele fuja do debate. ... Ver mais
";1
1764;"Como ele sempre diz: nada mais e do que sua obrigacao. Mas se voce quer tanto honestidade, em Ciro voce encontra!
";1
1765;"So o CIRO GOMES tem um PROJETO para o Brasil.
";1
1766;"Ciro tem q falar mais dessa proposta de acabar com sigilo fiscal e bancario de futuro membros do seu governo.Povao nao aguenta mais politicos corruptos, tanta impunidade e privilegios dos politicos. ... Ver mais
";1
1767;"Ciro tem q falar mais dessa proposta de acabar com sigilo fiscal e bancario de futuro membros do seu governo.Povao nao aguenta mais politicos corruptos, tanta... Ver mais
";1
1768;"Certas aliancas sao inabalaveis...
";1
1769;"Transposicao do rio Sao Francisco. Olha a luta que Ciro Gomes enfrentou pra tirar a obra do papel.
";1
1770;"""Ele sugeriu inspiracao no exemplo de Cristina Kirchner, que deu um ""passo para tras"" e aceitou ser vice de Alberto Fernandez ao inves de encabecar a chapa eleitoral na Argentina.""
";1
1771;"Que delicia isso!
";1
1772;"Nao e adivinhacao! E experiencia e preparo!
";1
1773;"Entramos e mudamos a historia... So dava Bozoro e agora e Porque o Brasil nao e para amadores, milicianos e ladroes
";1
1774;"FATOS & FOCO
";1
1775;"Uma boa pergunta.
";1
1776;"PROJETO MAIS BRASILEIRO DO BRASIL: CIRO E ANA PAULA Ontem estive muito bem acompanhado com o nosso proximo Presidente da Republica e a nossa proxima vice-presidente da Republica .ba. E ou nao e a chapa mais representativa do Brasil?... Ver mais
";1
1777;"Hoje tem Ciro Gomes no jornal nacional.Vamos demonstrar projetos e solucoes para o Brasil. Ciro Gomes e qualificado e nao precisa se esconder em mentiras
";1
1778;"Tudo em funcao da producao, trabalho e Estado de bem estar social.
";1
1779;"*CiRO GOMES REGISTROU no TSE os seguintes compromissos:**- FIM do FORO privilegiado.* *- Possibilidade de PRISAO em SEGUNDA INSTANCIA.* ... Ver mais
";1
1780;"Todos juntos por um pais mais justo!
";1
1781;"E ai, voce e de esquerda ou so pelego de politico? Ciro tem um projeto e o outro e so conversa mole.
";1
1782;"EM QUAL VOCE VOTARIA PARA PRESIDENTE???
";1
1783;"""A nao ser que voce seja um verme!""
";1
1784;"Nao tenho duvida
";1
1785;"*Quero saber se voce concorda comigo??**Educacao... educacao... educacao... educacao!**E possivel sim e ja temos exemplo.*... Ver mais
";1
1786;"Queremos enfrentar e derrotar Lula nas urnas! Vamos discutir o Brasil!
";1
1787;"E ai, Joao? Como vc ta?
";1
1788;"E ai, captou?
";1
1790;"Com muita forca, energia, e vibracao. O ""Prefiro Ciro"", estreou hoje com a participacao da nossa militancia, marcando uma nova etapa da mobilizacao em defesa do Projeto Nacional de Desenvolvimento.
";1
1792;"A pergunta era sobre vacina. Ciro comentou, enquanto Bolsonaro atacou a apresentadora Vera Magalhaes e a candidata Simone Tebet. Veja a replica de Ciro.
";1
1793;"O que foi que eu disse em e ..???? TAI. e
";1
1794;"with .repost * * * * * *Alem de ser hoje o caminho mais seguro para derrotar o Lula, Ciro tambem, com toda sua resiliencia, ganha tracao no universo digital! A onda Ciro Gomes vem com forca.-... Ver mais
";1
1795;"Reflexao da noite: pense bem antes de votar. Ja pagamos anos de escuridao. Nos proximos pode ser anos de incerteza com Lula ou mais anos de Bolsonaro. Pense nisso e Boa noite.
";1
1797;"Esse traste nojento sempre foi grosseiro e agressivo com jornalistas, principalmente MULHERES (Freud explica...)! Triste e ver mulheres apoiando e defendendo as atitudes canalhas desse lixo!
";1
1798;"Pois e, da uma chance que garanto que esse sim vai fazer o Brasil feliz como nunca foi ... Ver mais
";1
1799;"Proposta pra nao fazer toma la da ca? Aqui tem! www.cirotv.com.br www.cirogomes.com.br
";1
1800;"Antonio Vieira Farias
";1
1801;"COMO EU PRETENDO NEGOCIAR COM O CONGRESSO | CIRO NA CNN
";1
1802;"LULA nao quer o impeachment de Bolsonaro por isso!
";1
1804;"Assim como a Heloisa Helena, eu tambem escolho o melhor projeto. Se alguem apresentar melhores ideias, podemos conversar.
";1
1806;"A educacao e o UNICO caminho, das melhores escolas publicas do Brasil esta no Ceara. Ciro sabe como fazer.O Brasil nao aguenta mais anos de bolsolulismo.
";1
1808;"Mais senso critico por favor!
";1
1810;"Domador de serpentes!! kkkkkkkkk
";1
1811;"Andre Anaisse
";1
1812;"HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
";1
1813;"O Minto fez malabarismo e falou varias mentiras pra nao debater com Ciro Gomes
";1
1814;"Se todo mundo votar no Ciro e apostar que ele vai ser o proximo presidente, ele vira presidente e todo mundo que apostou fica milionario. Sigam para mais dicas de apostas! ... Ver mais
";1
1815;"Recado sobre a polarizacao para todos!
";1
1816;"!!!
";1
1817;"Freixo falando q Ciro Gomes e o mais capacitado pra presidir o pais
";1
1818;"No dia da mentira, nada melhor do que uma homenagem ao presidente da Republica. Bom dia, Bonoro! ... Ver mais
";1
1819;"Esta acontecendo ........ Ver mais
";1
1820;"Ciro desmascarando o bandido miliciano!!
";1
1823;"Te orienta, mulher.
";1
1827;"PARABENS, GUILHERME BOULOS!Hoje e dia de celebrar a vida do amigo guilhermeboulos.oficial Parabens, companheiro! Te desejo muita saude, forca, sucesso e um Brasil sem Bolsonaro ... Ver mais
";1
1828;"So nao ve quem na quer! !
";1
1829;"Meu candidato a presidencia e foda. So orgulho....
";1
1830;"Avenida Paulista, em plena coracao da Hong Kong brasileira, tomada pelos simbolos do nacionalismo popular e socialista e de encher o peito de esperanca! E o PDT na luta contra o imperialismo e esse governo colonial q nos humilha!VIVA GETULIO, VIVA BRIZOLA, VIVA MIGUEL COSTA!
";1
1832;"Tragam suas energias e vamos celebrar a Rebeldia da Esperanca!Evento aberto, e so chegar com a turma toda!
";1
1833;"Estou muito bem acompanhado com o nosso proximo Presidente da Republica e a nossa proxima vice-presidente da Republica .ba Se juntos ja causam, imagina juntos em Brasilia...
";1
1834;"Podia ter acabado o debate aqui
";1
1835;"mil pessoas assistindo ao vivo! Isso e um sinal claro, o povo brasileiro quer mudancas, chega de escolher presidentes que neguem alguma coisa. Vamos dar uma chance pro pais!
";1
1836;"ENQUETE SOBRE AS ELEICOES Em sua opiniao, qual nome apresenta melhor projeto politico de desenvolvimento para o pais ?..... Ver mais
";1
1837;"Kennedy Almeida ... Ver mais
";1
1838;"Flavio sempre envolvido nas maracutaias. Isso e uma familia ou uma quadrilha? ... Ver mais
";1
1839;"Nao podemos perder!Bora la apoiar o Ciro!
";1
1840;"Quanta diferenca!
";1
1842;"Essa e a verdade. Lula tem um projeto pessoal de poder, nos temos um projeto de nacao.
";1
1843;"Ciro Gomes, inteligente, competente, ficha limpa e experiente! E disso que o Brasil precisa!
";1
1844;"Vamos a verdade dos fatos.
";1
1845;"A frase da noite: ""precisa acreditar em mim nao, vai no Google"". .
";1
1848;"O homem que tem projeto e experiencia pra colocar o pais em outro rumo!
";1
1849;"A onda ta crescendo! Vamos pra cima do Bolsonaro pra derrota-lo e discutir o Brasil num segundo turno entre Ciro e Lula!
";1
1850;"XiuuRespeita o Pai carai
";1
1853;"Ja fez a sua escolha? Participe e compartilhe nos grupos para gerar debates e contribuir para democracia. A hora e agora! Observacao: Enquete sem fins eleitorais $
";1
1855;"Quer TIRAR Bolsonaro do segundo turno? Ta aqui o projeto. Sem armas, sem rachadinhas, sem privatizacoes. Vamos votar certo dessa vez. O q acham?
";1
1856;"Vale a pena lutar!
";1
1857;"CANDIDATURA REGISTRADA!Cabelin na regua ok, bigode grosso ok, sorrisao ok, registro da candidatura ""ta"" ok...O que acharam da nossa foto de urna?... Ver mais
";1
1858;"E ai, vamos de Ciro?
";1
1860;"Por obsequio...
";1
1861;"Por um projeto nacional de desenvolvimento! ... Ver mais
";1
1862;"A tragedia da destruicao da Amazonia e do Pantanal brasileiro tem nomes e sobrenomes: Ricardo Salles e Jair Bolsonaro!
";1
1864;"Bem vindo ao Rio Grande do Sul, Ciro Gomes !Estamos contigo cirando o RS ... Ver mais
";1
1866;"Ciro Gomes parece aquelas maes q batem nos filhos da rua ate em casa Foi o que ele fez ontem com Eduardo Oinegue, surra do comeco ao final da entrevista
";1
1869;"CIRO, FELIPE DAVILA, SIMONE TEBET E A SENADORA SORAYA IGNORANDO O VAGABUNDO DO BOLSONARO E O LULA E APRESENTANDO PROPOSTAS PRO PAIS!!... Ver mais
";1
1872;"Esses sao alguns dos muitos artistas que querem Ciro Gomes presidente.Vem pra massa voce tambem
";1
1874;"Lula nao vai revogar a reforma trabalhista.Ora, pra que votar no Lula, pra que? no Primeiro e no segundo turno.... Ver mais
";1
